tipo_proceso;subtipo_proceso;;etapa_procesal;;juzgado
;;;;;(086383105001) JUZGADO 001 LABORAL DE SABANALARGA
;;;;;(086383184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SABANALARGA
;;;;;(086383189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SABANALARGA
;;;;;(056284089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SABANALARGA
;;;;;(056074004001) JUZGADO 001 PENAL MUNICIPAL DE RETIRO
;;;;;(056074089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL RETIRO
;;;;;(056153103001) JUZGADO 001 CIVIL DEL CIRCUITO DE RIONEGRO
;;;;;(056153104001) JUZGADO 001 PENAL DEL CIRCUITO DE RIONEGRO
;;;;;(056153105001) JUZGADO 001 LABORAL DE RIONEGRO
;;;;;(056153109001) JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE RIONEGRO
;;;;;(056153184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE RIONEGRO
;;;;;(056154003001) JUZGADO 001 CIVIL MUNICIPAL DE RIONEGRO
;;;;;(056154004001) JUZGADO 001 PENAL MUNICIPAL DE RIONEGRO
;;;;;(056154046001) JUZGADO 001 PENAL MUNICIPAL MIXTO DE RIONEGRO
;;;;;(056154088001) JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE RIONEGRO
;;;;;(056283184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SABANALARGA
;;;;;(056283189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SABANALARGA
;;;;;(056074003001) JUZGADO 001 CIVIL MUNICIPAL DE RETIRO
;;;;;(056314003001) JUZGADO 001 CIVIL MUNICIPAL DE SABANETA
;;;;;(056314089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SABANETA
;;;;;(056424003001) JUZGADO 001 CIVIL MUNICIPAL DE SALGAR
;;;;;(056424004001) JUZGADO 001 PENAL MUNICIPAL DE SALGAR
;;;;;(056424089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SALGAR
;;;;;(056474089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN ANDRES DE CUERQUIA
;;;;;(056494089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN CARLOS
;;;;;(056524089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN FRANCISCO
;;;;;(056564089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN JERONIMO
;;;;;(056584089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN JOSE DE LA MONTANA
;;;;;(056594089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN JUAN DE URABA
;;;;;(056604089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN LUIS
;;;;;(056643189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SAN PEDRO DE LOS MILAGROS
;;;;;(055793103001) JUZGADO 001 CIVIL DEL CIRCUITO DE PUERTO BERRIO
;;;;;(054404003001) JUZGADO 001 CIVIL MUNICIPAL DE MARINILLA
;;;;;(054404004001) JUZGADO 001 PENAL MUNICIPAL DE MARINILLA
;;;;;(050002203001) DESPACHO 001 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE ANTIOQUIA SECRETARIA
;;;;;(054674089001) JUZGADO 001 PROMISCUO MUNICIPAL DE MONTEBELLO
;;;;;(054754089001) JUZGADO 001 PROMISCUO MUNICIPAL DE MURINDO
;;;;;(054804089001) JUZGADO 001 PROMISCUO MUNICIPAL DE MUTATA
;;;;;(054834089001) JUZGADO 001 PROMISCUO MUNICIPAL DE NARINO
;;;;;(054904089001) JUZGADO 001 PROMISCUO MUNICIPAL DE NECOCLI
;;;;;(054954089001) JUZGADO 001 PROMISCUO MUNICIPAL DE NECHI
;;;;;(055014089001) JUZGADO 001 PROMISCUO MUNICIPAL DE OLAYA
;;;;;(055414089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL PENOL
;;;;;(055434089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PEQUE
;;;;;(055764089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PUEBLO RICO
;;;;;(056644089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN PEDRO DE LOS MILAGROS
;;;;;(055793104001) JUZGADO 001 PENAL DEL CIRCUITO DE PUERTO BERRIO
;;;;;(055793105001) JUZGADO 001 LABORAL DE PUERTO BERRIO
;;;;;(055793184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE PUERTO BERRIO
;;;;;(055794003001) JUZGADO 001 CIVIL MUNICIPAL DE PUERTO BERRIO
;;;;;(055794004001) JUZGADO 001 PENAL MUNICIPAL DE PUERTO BERRIO
;;;;;(055794089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PUERTO BERRIO
;;;;;(055854089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PUERTO NARE
;;;;;(055914089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PUERTO TRIUNFO
;;;;;(056044089001) JUZGADO 001 PROMISCUO MUNICIPAL DE REMEDIOS
;;;;;(056073103001) JUZGADO 001 CIVIL DEL CIRCUITO DE RETIRO
;;;;;(056073104001) JUZGADO 001 PENAL DEL CIRCUITO DE RETIRO
;;;;;(056073184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE RETIRO
;;;;;(058093103001) JUZGADO 001 CIVIL DEL CIRCUITO DE TITIRIBI
;;;;;(057563184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SONSON
;;;;;(057564003001) JUZGADO 001 CIVIL MUNICIPAL DE SONSON
;;;;;(057564004001) JUZGADO 001 PENAL MUNICIPAL DE SONSON
;;;;;(057564089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SONSON
;;;;;(057613189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SOPETRAN
;;;;;(057614089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SOPETRAN
;;;;;(057893184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE TAMESIS
;;;;;(057893189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE TAMESIS
;;;;;(057894003001) JUZGADO 001 CIVIL MUNICIPAL DE TAMESIS
;;;;;(057894004001) JUZGADO 001 PENAL MUNICIPAL DE TAMESIS
;;;;;(057894089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TAMESIS
;;;;;(057904089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TARAZA
;;;;;(057924089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TARSO
;;;;;(057563112001) JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES DE SONSON
;;;;;(058093104001) JUZGADO 001 PENAL DEL CIRCUITO DE TITIRIBI
;;;;;(058093184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE TITIRIBI
;;;;;(058093189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE TITIRIBI
;;;;;(058094089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TITIRIBI
;;;;;(058194089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TOLEDO
;;;;;(058373103001) JUZGADO 001 CIVIL DEL CIRCUITO DE TURBO
;;;;;(058373104001) JUZGADO 001 PENAL DEL CIRCUITO DE TURBO
;;;;;(058373105001) JUZGADO 001 LABORAL DE TURBO
;;;;;(058373184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE TURBO
;;;;;(058373331001) JUZGADO 001 ADMINISTRATIVO DE TURBO
;;;;;(058373333001) JUZGADO 001 ADMINISTRATIVO DE TURBO
;;;;;(058374003001) JUZGADO 001 CIVIL MUNICIPAL DE TURBO
;;;;;(056973103001) JUZGADO 001 CIVIL DEL CIRCUITO DE EL SANTUARIO
;;;;;(056654089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN PEDRO DE URABA
;;;;;(056674089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN RAFAEL
;;;;;(056704089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN ROQUE
;;;;;(056744089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN VICENTE
;;;;;(056793184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SANTA BARBARA
;;;;;(056793189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SANTA BARBARA
;;;;;(056794003001) JUZGADO 001 CIVIL MUNICIPAL DE SANTA BARBARA
;;;;;(056794004001) JUZGADO 001 PENAL MUNICIPAL DE SANTA BARBARA
;;;;;(056794089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SANTA BARBARA
;;;;;(056863184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SANTA ROSA DE OSOS
;;;;;(056863189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SANTA ROSA DE OSOS
;;;;;(056864089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SANTA ROSA DE OSOS
;;;;;(056904089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SANTO DOMINGO
;;;;;(054403184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE MARINILLA
;;;;;(056973104001) JUZGADO 001 PENAL DEL CIRCUITO DE EL SANTUARIO
;;;;;(056973112001) JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS DE EL SANTUARIO
;;;;;(056973184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE EL SANTUARIO
;;;;;(056973187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE EL SANTUARIO
;;;;;(056974089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL SANTUARIO
;;;;;(057363184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SEGOVIA
;;;;;(057363189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE SEGOVIA
;;;;;(057364003001) JUZGADO 001 CIVIL MUNICIPAL DE SEGOVIA
;;;;;(057364004001) JUZGADO 001 PENAL MUNICIPAL DE SEGOVIA
;;;;;(057364089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SEGOVIA
;;;;;(057563103001) JUZGADO 001 CIVIL DEL CIRCUITO DE SONSON
;;;;;(057563104001) JUZGADO 001 PENAL DEL CIRCUITO DE SONSON
;;;;;(050012233001) TRIBUNAL SUPERIOR SALA 001 SIN SECCION DE MEDELLIN
;;;;;(050012210001) DESPACHO 001 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE MEDELLIN
;;;;;(050013103001) JUZGADO 001 CIVIL DEL CIRCUITO DE MEDELLIN
;;;;;(050013109001) JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE MEDELLIN
;;;;;(050002205001) DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE ANTIOQUIA
;;;;;(050012333001) DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ANTIOQUIA
;;;;;(050013105001) JUZGADO 001 LABORAL DE MEDELLIN
;;;;;(050002210001) DESPACHO 001 DE LA SALA DE FAMILIA DEL TRIBUNAL SUPERIOR DE ANTIOQUIA SECRETARIA
;;;;;(050012219001) DESPACHO 001 DE LA SALA PENAL DE JUSTICIA Y PAZ DEL TRIBUNAL SUPERIOR DE MEDELLIN
;;;;;(050012203001) DESPACHO 001 DE LA SALA CIVIL DEL TRIBUNAL SUPERIOR DE MEDELLIN
;;;;;(050012234001) TRIBUNAL SUPERIOR SALA 001 SECCION PRIMERA DE MEDELLIN
;;;;;(050012252001) TRIBUNAL SUPERIOR SALA 001 SALA PENAL JUSTICIA Y PAZ DE MEDELLIN
;;;;;(050013107001) JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE MEDELLIN
;;;;;(050003107001) JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ANTIOQUIA
;;;;;(050012502001) DESPACHO 001 DE LA COMISION SECCIONAL DE DISCIPLINA JUDICIAL DE ANTIOQUIA
;;;;;(050002213001) DESPACHO 001 DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE ANTIOQUIA
;;;;;(050012331001) DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE MEDELLIN
;;;;;(050002333001) DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ANTIOQUIA SECRETARIA
;;;;;(050012204001) DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE MEDELLIN
;;;;;(050003120001) JUZGADO 001 PENAL DEL CIRCUITO ESPECIALIZADO EN EXTINCION DE DOMINIO DE ANTIOQUIA
;;;;;(050011102001) DESPACHO 001 DE LA SALA JURISDICCIONAL DISCIPLINARIA DE ANTIOQUIA
;;;;;(050002204001) DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE ANTIOQUIA
;;;;;(050013104001) JUZGADO 001 PENAL DEL CIRCUITO DE MEDELLIN
;;;;;(050002221001) DESPACHO 001 DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE ANTIOQUIA
;;;;;(050012205001) DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE MEDELLIN
;;;;;(050013110001) JUZGADO 001 DE FAMILIA DE MEDELLIN
;;;;;(050003121001) JUZGADO 001 CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS DE ANTIOQUIA
;;;;;(050003187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE ANTIOQUIA
;;;;;(050013118001) JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE MEDELLIN
;;;;;(766223105001) JUZGADO 001 LABORAL DE ROLDANILLO
;;;;;(765204105001) JUZGADO 001 LABORAL MUNICIPAL DE PEQUENAS CAUSAS DE PALMIRA
;;;;;(765204189001) JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE PALMIRA
;;;;;(765634089001) JUZGADO 001 PROMISCUO MUNICIPAL DE PRADERA
;;;;;(766064089001) JUZGADO 001 PROMISCUO MUNICIPAL DE RESTREPO
;;;;;(766164089001) JUZGADO 001 PROMISCUO MUNICIPAL DE RIOFRIO
;;;;;(766223103001) JUZGADO 001 CIVIL DEL CIRCUITO DE ROLDANILLO
;;;;;(766223104001) JUZGADO 001 PENAL DEL CIRCUITO DE ROLDANILLO
;;;;;(767363104001) JUZGADO 001 PENAL DEL CIRCUITO DE SEVILLA
;;;;;(766223184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE ROLDANILLO
;;;;;(767363112001) JUZGADO 001 CIVIL CON CONCIMIENTO EN ASUNTOS LABORALES DEL CIRCUITO DE SEVILLA
;;;;;(766224003001) JUZGADO 001 CIVIL MUNICIPAL DE ROLDANILLO
;;;;;(763644003001) JUZGADO 001 CIVIL MUNICIPAL DE JAMUNDI
;;;;;(766224004001) JUZGADO 001 PENAL MUNICIPAL DE ROLDANILLO
;;;;;(766704089001) JUZGADO 001 PROMISCUO MUNICIPAL DE SAN PEDRO
;;;;;(767363103001) JUZGADO 001 CIVIL DEL CIRCUITO DE SEVILLA
;;;;;(767363105001) JUZGADO 001 LABORAL DE SEVILLA
;;;;;(765203105001) JUZGADO 001 LABORAL DE PALMIRA
;;;;;(810014071001) JUZGADO 001 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE ARAUCA
;;;;;(763644004001) JUZGADO 001 PENAL MUNICIPAL DE JAMUNDI
;;;;;(763644089001) JUZGADO 001 PROMISCUO MUNICIPAL DE JAMUNDI
;;;;;(763774089001) JUZGADO 001 PROMISCUO MUNICIPAL DE LA CUMBRE
;;;;;(764004089001) JUZGADO 001 PROMISCUO MUNICIPAL DE LA UNION
;;;;;(764034089001) JUZGADO 001 PROMISCUO MUNICIPAL DE LA VICTORIA
;;;;;(764974089001) JUZGADO 001 PROMISCUO MUNICIPAL DE OBANDO
;;;;;(765203103001) JUZGADO 001 CIVIL DEL CIRCUITO DE PALMIRA
;;;;;(765203104001) JUZGADO 001 PENAL DEL CIRCUITO DE PALMIRA
;;;;;(765204071001) JUZGADO 001 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE PALMIRA
;;;;;(765203109001) JUZGADO 001 PENAL DEL CIRCUITO CON FUNCION DE CONOCIMIENTO DE PALMIRA
;;;;;(765203110001) JUZGADO 001 DE FAMILIA DEL CIRCUITO DE PALMIRA
;;;;;(765203184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE PALMIRA
;;;;;(765203185001) JUZGADO 001 DE MENORES DEL CIRCUITO DE PALMIRA
;;;;;(765203187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE PALMIRA
;;;;;(765204003001) JUZGADO 001 CIVIL MUNICIPAL DE PALMIRA
;;;;;(765204004001) JUZGADO 001 PENAL MUNICIPAL DE PALMIRA
;;;;;(765204009001) JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE PALMIRA
;;;;;(810013107001) JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE ARAUCA
;;;;;(768924004001) JUZGADO 001 PENAL MUNICIPAL DE YUMBO
;;;;;(768954089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ZARZAL
;;;;;(810012208001) DESPACHO 001 DE LA SALA UNICA DEL TRIBUNAL SUPERIOR DE ARAUCA
;;;;;(810012331001) DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ARAUCA
;;;;;(810012339001) DESPACHO 001 DEL TRIBUNAL ADMINISTRATIVO DE ARAUCA
;;;;;(810013103001) JUZGADO 001 CIVIL DEL CIRCUITO DE ARAUCA
;;;;;(810013104001) JUZGADO 001 PENAL DEL CIRCUITO DE ARAUCA
;;;;;(810013105001) JUZGADO 001 LABORAL DE ARAUCA
;;;;;(768924003001) JUZGADO 001 CIVIL MUNICIPAL DE YUMBO
;;;;;(810013118001) JUZGADO 001 PENAL DE CIRCUITO PARA ADOLESCENTES CON FUNCION DE CONOCIMIENTO DE ARAUCA
;;;;;(810013184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE ARAUCA
;;;;;(810013187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE ARAUCA
;;;;;(810013189001) JUZGADO 001 PROMISCUO DEL CIRCUITO DE ARAUCA
;;;;;(810013331001) JUZGADO 001 ADMINISTRATIVO DE ARAUCA
;;;;;(810014003001) JUZGADO 001 CIVIL MUNICIPAL DE ARAUCA
;;;;;(810014046001) JUZGADO 001 PENAL MUNICIPAL DE ARAUCA
;;;;;(810014105001) JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE ARAUCA
;;;;;(768343184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE TULUA
;;;;;(767364003001) JUZGADO 001 CIVIL MUNICIPAL DE SEVILLA
;;;;;(767364004001) JUZGADO 001 PENAL MUNICIPAL DE SEVILLA
;;;;;(768234089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TORO
;;;;;(768284089001) JUZGADO 001 PROMISCUO MUNICIPAL DE TRUJILLO
;;;;;(768343103001) JUZGADO 001 CIVIL DEL CIRCUITO DE TULUA
;;;;;(768343104001) JUZGADO 001 PENAL DEL CIRCUITO DE TULUA
;;;;;(768343105001) JUZGADO 001 LABORAL DE TULUA
;;;;;(768343110001) JUZGADO 001 DE FAMILIA DE TULUA
;;;;;(767363184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE SEVILLA
;;;;;(768343185001) JUZGADO 001 DE MENORES DE TULUA
;;;;;(768344003001) JUZGADO 001 CIVIL MUNICIPAL DE TULUA
;;;;;(768344004001) JUZGADO 001 PENAL MUNICIPAL DE TULUA
;;;;;(768344189001) JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE TULUA
;;;;;(768454089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ULLOA
;;;;;(768634089001) JUZGADO 001 PROMISCUO MUNICIPAL DE VERSALLES
;;;;;(768694089001) JUZGADO 001 PROMISCUO MUNICIPAL DE VIJES
;;;;;(768904089001) JUZGADO 001 PROMISCUO MUNICIPAL DE YOTOCO
;;;;;(761094009001) JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE BUENAVENTURA
;;;;;(761093107001) JUZGADO 001 PENAL DE CIRCUITO ESPECIALIZADO DE BUENAVENTURA
;;;;;(761093110001) JUZGADO 001 DE FAMILIA DEL CIRCUITO DE BUENAVENTURA
;;;;;(761093184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE BUENAVENTURA
;;;;;(761093185001) JUZGADO 001 DE MENORES DEL CIRCUITO DE BUENAVENTURA
;;;;;(761093187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE BUENAVENTURA
;;;;;(761093331001) JUZGADO 001 ADMINISTRATIVO DE BUENAVENTURA
;;;;;(761093333001) JUZGADO 001 ADMINISTRATIVO DE BUENAVENTURA
;;;;;(761094003001) JUZGADO 001 CIVIL MUNICIPAL DE BUENAVENTURA
;;;;;(761094004001) JUZGADO 001 PENAL MUNICIPAL DE BUENAVENTURA
;;;;;(761093105001) JUZGADO 001 LABORAL DE BUENAVENTURA
;;;;;(761094105001) JUZGADO 001 LABORAL MUNICIPAL DE PEQUENAS CAUSAS DE BUENAVENTURA
;;;;;(761094189001) JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE BUENAVENTURA
;;;;;(761112204001) DESPACHO 001 DE LA SALA PENAL DEL TRIBUNAL SUPERIOR DE BUGA
;;;;;(761112205001) DESPACHO 001 DE LA SALA LABORAL DEL TRIBUNAL SUPERIOR DE BUGA
;;;;;(761112213001) DESPACHO 001 DE LA SALA CIVIL FAMILIA DEL TRIBUNAL SUPERIOR DE BUGA
;;;;;(761113103001) JUZGADO 001 CIVIL DEL CIRCUITO DE BUGA
;;;;;(761113104001) JUZGADO 001 PENAL DEL CIRCUITO DE BUGA
;;;;;(761113105001) JUZGADO 001 LABORAL DE BUGA
;;;;;(760014189001) JUZGADO 001 DE PEQUENAS CAUSAS Y COMPETENCIA MULTIPLE DE CALI
;;;;;(760013403001) JUZGADO 001 CIVIL DEL CIRCUITO DE EJECUCION DE SENTENCIAS DE CALI
;;;;;(760014003001) JUZGADO 001 CIVIL MUNICIPAL DE CALI
;;;;;(760014004001) JUZGADO 001 PENAL MUNICIPAL DE CALI
;;;;;(760014009001) JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONOCIMIENTO DE CALI
;;;;;(760014071001) JUZGADO 001 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE CALI
;;;;;(760014078001) JUZGADO 001 PENAL PARA ADOLESCENTES CON FUNCION DE PEQUENAS CAUSAS DE CALI
;;;;;(760014079001) JUZGADO 001 PENAL MUNICIPAL DE PEQUENAS CAUSAS DE CALI
;;;;;(760014105001) JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE CALI
;;;;;(760012221001) DESPACHO 001 DE LA SALA CIVIL ESPECIALIZADA EN RESTITUCION DE TIERRAS DEL TRIBUNAL SUPERIOR DE CALI
;;;;;(760014303001) JUZGADO 001 CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE CALI
;;;;;(760204089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ALCALA
;;;;;(760364089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ANDALUCIA
;;;;;(760414089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ANSERMANUEVO
;;;;;(760544089001) JUZGADO 001 PROMISCUO MUNICIPAL DE ARGELIA VALLE
;;;;;(761004089001) JUZGADO 001 PROMISCUO MUNICIPAL DE BOLIVAR
;;;;;(761093103001) JUZGADO 001 CIVIL DEL CIRCUITO DE BUENAVENTURA
;;;;;(761093104001) JUZGADO 001 PENAL DEL CIRCUITO DE BUENAVENTURA
;;;;;(761474004001) JUZGADO 001 PENAL MUNICIPAL DE CARTAGO
;;;;;(761473104001) JUZGADO 001 PENAL DEL CIRCUITO DE CARTAGO
;;;;;(761473105001) JUZGADO 001 LABORAL DE CARTAGO
;;;;;(761473110001) JUZGADO 001 DE FAMILIA DE CARTAGO
;;;;;(761473184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE CARTAGO
;;;;;(761473185001) JUZGADO 001 DE MENORES DE CARTAGO
;;;;;(761473331001) JUZGADO 001 ADMINISTRATIVO DE CARTAGO
;;;;;(761473333001) JUZGADO 001 ADMINISTRATIVO DE CARTAGO
;;;;;(761474003001) JUZGADO 001 CIVIL MUNICIPAL DE CARTAGO
;;;;;(761473103001) JUZGADO 001 CIVIL DEL CIRCUITO DE CARTAGO
;;;;;(761474088001) JUZGADO 001 PENAL MUNICIPAL CON FUNCION DE CONTROL DE GARANTIAS DE CARTAGO
;;;;;(762334089001) JUZGADO 001 PROMISCUO MUNICIPAL DE DAGUA
;;;;;(762434089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL AGUILA
;;;;;(762464089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL CAIRO
;;;;;(762484089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL CERRITO
;;;;;(762504089001) JUZGADO 001 PROMISCUO MUNICIPAL DE EL DOVIO
;;;;;(762754089001) JUZGADO 001 PROMISCUO MUNICIPAL DE FLORIDA
;;;;;(763064089001) JUZGADO 001 PROMISCUO MUNICIPAL DE GINEBRA
;;;;;(761114004001) JUZGADO 001 PENAL MUNICIPAL DE BUGA
;;;;;(761113110001) JUZGADO 001 DE FAMILIA DE BUGA
;;;;;(761113121001) JUZGADO 001 CIVIL DEL CIRCUITO ESPECIALIZADO EN RESTITUCION DE TIERRAS DE BUGA
;;;;;(761113184001) JUZGADO 001 PROMISCUO DE FAMILIA DEL CIRCUITO DE BUGA
;;;;;(761113185001) JUZGADO 001 DE MENORES DE BUGA
;;;;;(761113187001) JUZGADO 001 DE EJECUCION DE PENAS Y MEDIDAS DE SEGURIDAD DE BUGA
;;;;;(761113331001) JUZGADO 001 ADMINISTRATIVO DE BUGA
;;;;;(761113333001) JUZGADO 001 ADMINISTRATIVO DE BUGA
;;;;;(761114003001) JUZGADO 001 CIVIL MUNICIPAL DE BUGA
;;;;;(763184089001) JUZGADO 001 PROMISCUO MUNICIPAL DE GUACARI
;;;;;(761114071001) JUZGADO 001 PENAL MUNICIPAL PARA ADOLESCENTES CON FUNCION DE CONTROL DE GARANTIAS DE BUGA
;;;;;(761114078001) JUZGADO 001 PENAL PARA ADOLESCENTES CON FUNCION DE PEQUENAS CAUSAS DE BUGA
;;;;;(761114079001) JUZGADO 001 PENAL MUNICIPAL DE PEQUENAS CAUSAS DE BUGA
;;;;;(761114105001) JUZGADO 001 MUNICIPAL DE PEQUENAS CAUSAS LABORALES DE BUGA
;;;;;(761134089001) JUZGADO 001 PROMISCUO MUNICIPAL DE BUGALAGRANDE
;;;;;(761224089001) JUZGADO 001 PROMISCUO MUNICIPAL DE CAICEDONIA
;;;;;(761264089001) JUZGADO 001 PROMISCUO MUNICIPAL DE CALIMA
